Street,City,District,State,SALE_YEAR,area,zoning,latitude,longitude,waterApplicable,waterDistance,roadApplicable,roadDistance,schoolApplicable,schoolDistance,railwayApplicable,railwayDistance,busApplicable,busDistance,price,past_prices
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,0.0953,Commercial,9.921,78.1197,applicable,3.5,notApplicable,0.0,applicable,4.28,notApplicable,0.0,notApplicable,0.0,909800.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2023,1.4804,Commercial,8.813,78.1341,applicable,5.11,applicable,5.64,applicable,4.87,notApplicable,0.0,notApplicable,0.0,10213800.0,"[1276400.0, 7956300.0, 631000.0, 6768800.0, 2495300.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2024,0.0686,Industrial,9.4523,77.5533,applicable,1.61,applicable,4.68,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,424300.0,"[114300.0, 557600.0, 15608400.0, 23139700.0, 500900.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2023,2.3147,Residential,11.0175,76.9725,applicable,4.12,applicable,0.57,applicable,3.19,applicable,3.05,notApplicable,0.0,12984900.0,"[364800.0, 101200.0, 5022900.0, 1292200.0, 319400.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2024,3.9782,Commercial,8.7139,77.7567,applicable,3.98,notApplicable,0.0,applicable,4.06,notApplicable,0.0,applicable,4.79,27748300.0,"[64300.0, 1336400.0, 731500.0, 1127400.0, 21164800.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2025,0.064,Industrial,8.813,78.1341,notApplicable,0.0,applicable,1.71,applicable,1.68,notApplicable,0.0,applicable,3.69,388800.0,"[533300.0, 731300.0, 29081400.0, 8490900.0, 1311400.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2022,0.6611,Residential,9.924,78.135,applicable,0.71,applicable,4.17,applicable,2.7,applicable,1.65,applicable,4.35,3037100.0,"[28520000.0, 69877900.0, 3595000.0, 12856800.0, 783100.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2022,0.639,Agricultural,12.9791,80.2209,applicable,1.57,applicable,2.04,notApplicable,0.0,applicable,5.14,applicable,2.05,1463800.0,"[4480300.0, 1136800.0, 2472800.0, 2723700.0, 2990600.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2022,5.0042,Commercial,11.0175,76.9725,notApplicable,0.0,applicable,3.63,notApplicable,0.0,applicable,4.36,applicable,4.72,46667400.0,"[146100.0, 30568900.0, 3386000.0, 189000.0, 1281900.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2021,0.0102,Conservation,11.0183,76.997,notApplicable,0.0,applicable,3.27,applicable,2.23,applicable,5.42,applicable,4.0,9200.0,"[0, 0, 0, 0, 0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,0.0607,Conservation,10.9979,76.9994,notApplicable,0.0,applicable,1.88,notApplicable,0.0,applicable,2.04,applicable,5.88,75400.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2021,0.0979,Commercial,10.4508,77.5148,applicable,5.87,applicable,0.83,applicable,3.39,notApplicable,0.0,notApplicable,0.0,2967100.0,"[0, 0, 0, 0, 0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2021,1.9496,Industrial,11.0183,76.997,applicable,2.6,applicable,2.59,applicable,2.51,applicable,0.45,applicable,1.49,13082900.0,"[0, 0, 0, 0, 0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2023,0.7183,Commercial,9.924,78.135,applicable,2.55,applicable,5.37,notApplicable,0.0,notApplicable,0.0,applicable,4.53,6188000.0,"[821700.0, 733500.0, 625700.0, 1934700.0, 540500.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2021,6.49,Commercial,11.0616,76.9366,applicable,4.68,applicable,5.83,applicable,0.68,applicable,3.23,notApplicable,0.0,58233600.0,"[0, 0, 0, 0, 0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2022,0.4901,Conservation,11.349,77.6951,notApplicable,0.0,notApplicable,0.0,applicable,1.83,notApplicable,0.0,applicable,3.58,460600.0,"[25944300.0, 428400.0, 482600.0, 3404100.0, 1184000.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2023,0.1696,Industrial,12.9834,80.259,notApplicable,0.0,applicable,4.16,applicable,2.59,applicable,3.26,applicable,2.14,1444700.0,"[964500.0, 12154600.0, 507200.0, 352500.0, 52013100.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,0.0134,Agricultural,9.9677,78.1653,applicable,3.72,applicable,1.3,applicable,2.47,notApplicable,0.0,applicable,2.32,22000.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2022,0.3187,Residential,9.924,78.135,applicable,0.89,notApplicable,0.0,applicable,4.67,notApplicable,0.0,notApplicable,0.0,1973400.0,"[28520000.0, 69877900.0, 3595000.0, 12856800.0, 783100.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2021,1.6794,Industrial,11.349,77.6951,applicable,1.18,applicable,5.41,applicable,5.04,notApplicable,0.0,notApplicable,0.0,9371700.0,"[0, 0, 0, 0, 0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,0.023,Conservation,11.0183,76.997,applicable,5.72,applicable,1.57,applicable,4.2,applicable,3.46,applicable,0.38,23600.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2023,0.3564,Commercial,10.4508,77.5148,applicable,1.87,applicable,3.1,applicable,3.21,applicable,4.34,notApplicable,0.0,10563400.0,"[13568500.0, 106400.0, 7646100.0, 897600.0, 999400.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2023,1.7421,Commercial,9.924,78.135,applicable,5.65,notApplicable,0.0,applicable,2.42,applicable,2.34,applicable,3.54,13477200.0,"[821700.0, 733500.0, 625700.0, 1934700.0, 540500.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2024,0.3768,Agricultural,9.921,78.1197,applicable,5.87,applicable,5.02,notApplicable,0.0,applicable,4.01,notApplicable,0.0,608800.0,"[13126300.0, 3278400.0, 1299100.0, 68100.0, 1681000.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,0.0886,Agricultural,9.921,78.1197,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,3.97,applicable,3.62,146500.0,"[0, 0, 0, 0, 0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2021,7.968,Conservation,10.4508,77.5148,applicable,4.08,applicable,4.2,applicable,2.88,applicable,4.98,notApplicable,0.0,7187800.0,"[0, 0, 0, 0, 0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2021,0.356,Agricultural,8.813,78.1341,notApplicable,0.0,applicable,4.46,applicable,5.47,applicable,1.97,applicable,0.36,450800.0,"[0, 0, 0, 0, 0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2025,0.3934,Commercial,11.0183,76.997,applicable,2.34,applicable,1.59,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,5379100.0,"[8301200.0, 222900.0, 5292400.0, 59415000.0, 622800.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2024,1.6737,Conservation,9.921,78.1197,applicable,4.9,applicable,3.24,applicable,3.91,applicable,1.3,applicable,3.34,1320100.0,"[13126300.0, 3278400.0, 1299100.0, 68100.0, 1681000.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2024,7.8823,Agricultural,11.0616,76.9366,applicable,4.13,applicable,2.13,notApplicable,0.0,notApplicable,0.0,applicable,3.39,14741300.0,"[1762300.0, 1592900.0, 400900.0, 1550000.0, 49100500.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,0.3566,Commercial,11.0183,76.997,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,1.67,applicable,3.91,4240200.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2021,0.349,Industrial,9.924,78.135,applicable,2.97,applicable,1.46,applicable,2.06,applicable,2.48,notApplicable,0.0,2095400.0,"[0, 0, 0, 0, 0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2023,0.2653,Industrial,8.813,78.1341,applicable,2.98,applicable,0.92,applicable,1.28,notApplicable,0.0,applicable,1.11,1604000.0,"[1276400.0, 7956300.0, 631000.0, 6768800.0, 2495300.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2022,0.2789,Conservation,11.0175,76.9725,notApplicable,0.0,applicable,2.7,applicable,5.45,applicable,0.25,applicable,1.62,317200.0,"[146100.0, 30568900.0, 3386000.0, 189000.0, 1281900.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2023,3.9539,Industrial,11.0175,76.9725,applicable,1.94,applicable,0.63,applicable,0.93,notApplicable,0.0,applicable,1.95,34436500.0,"[364800.0, 101200.0, 5022900.0, 1292200.0, 319400.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2023,6.1396,Residential,9.9677,78.1653,applicable,3.79,notApplicable,0.0,applicable,3.19,notApplicable,0.0,applicable,4.45,29934500.0,"[684300.0, 148600.0, 1293000.0, 2137000.0, 3727400.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2024,0.4971,Commercial,9.4523,77.5533,applicable,5.86,applicable,4.88,applicable,3.32,notApplicable,0.0,notApplicable,0.0,3327700.0,"[114300.0, 557600.0, 15608400.0, 23139700.0, 500900.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2023,0.0419,Conservation,9.924,78.135,applicable,4.54,applicable,2.95,applicable,3.81,applicable,2.22,applicable,5.08,30200.0,"[821700.0, 733500.0, 625700.0, 1934700.0, 540500.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2025,0.122,Agricultural,10.4508,77.5148,applicable,2.8,applicable,5.73,notApplicable,0.0,notApplicable,0.0,applicable,1.42,257000.0,"[67869300.0, 103542900.0, 44925200.0, 3078900.0, 472800.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2021,3.1319,Agricultural,8.7139,77.7567,applicable,5.08,applicable,5.3,applicable,1.14,notApplicable,0.0,applicable,1.29,3952500.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2023,0.2069,Commercial,9.9677,78.1653,applicable,4.05,applicable,3.5,applicable,0.22,notApplicable,0.0,applicable,5.05,1745100.0,"[684300.0, 148600.0, 1293000.0, 2137000.0, 3727400.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2023,1.8696,Residential,11.349,77.6951,notApplicable,0.0,applicable,0.49,notApplicable,0.0,notApplicable,0.0,applicable,4.79,10928900.0,"[94500.0, 455300.0, 148700.0, 335400.0, 39400.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2021,1.0362,Agricultural,8.7139,77.7567,applicable,5.49,applicable,1.16,notApplicable,0.0,applicable,3.87,applicable,3.03,1186900.0,"[0, 0, 0, 0, 0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2021,0.8796,Conservation,9.924,78.135,applicable,4.86,applicable,1.01,notApplicable,0.0,applicable,2.18,applicable,5.65,780700.0,"[0, 0, 0, 0, 0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2024,0.1075,Commercial,12.9834,80.259,applicable,1.23,applicable,4.86,applicable,3.64,notApplicable,0.0,notApplicable,0.0,1482800.0,"[42756000.0, 33292000.0, 2462400.0, 71681000.0, 571300.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,0.9247,Conservation,9.921,78.1197,applicable,3.18,applicable,2.3,applicable,4.28,notApplicable,0.0,applicable,5.43,729700.0,"[0, 0, 0, 0, 0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2023,0.2943,Agricultural,9.4523,77.5533,notApplicable,0.0,applicable,3.79,applicable,3.14,notApplicable,0.0,applicable,1.96,370500.0,"[473200.0, 907600.0, 9940800.0, 17000.0, 6568100.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2025,0.1444,Conservation,9.4523,77.5533,applicable,4.04,applicable,2.85,applicable,4.07,notApplicable,0.0,applicable,5.71,98600.0,"[657000.0, 1433100.0, 1492000.0, 32180200.0, 6552200.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2023,0.3518,Commercial,9.924,78.135,notApplicable,0.0,applicable,1.31,applicable,3.2,applicable,5.32,applicable,1.46,3090000.0,"[821700.0, 733500.0, 625700.0, 1934700.0, 540500.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2022,0.1342,Conservation,9.921,78.1197,notApplicable,0.0,applicable,1.21,notApplicable,0.0,notApplicable,0.0,applicable,2.48,160200.0,"[8893600.0, 8712000.0, 6309500.0, 226700.0, 3192500.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2022,0.8703,Residential,11.0175,76.9725,applicable,2.43,applicable,2.0,applicable,0.98,applicable,5.53,applicable,1.35,4908100.0,"[146100.0, 30568900.0, 3386000.0, 189000.0, 1281900.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2025,6.25,Conservation,11.0175,76.9725,applicable,5.21,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,0.64,8952100.0,"[3325300.0, 34099900.0, 2136000.0, 1981200.0, 777400.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2023,0.128,Residential,9.9677,78.1653,notApplicable,0.0,applicable,4.58,applicable,4.35,notApplicable,0.0,notApplicable,0.0,742800.0,"[684300.0, 148600.0, 1293000.0, 2137000.0, 3727400.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2024,0.9148,Commercial,12.9791,80.2209,notApplicable,0.0,applicable,1.4,notApplicable,0.0,notApplicable,0.0,applicable,1.23,16681500.0,"[379000.0, 3141200.0, 326500.0, 7256100.0, 46031100.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2025,0.3948,Residential,9.924,78.135,notApplicable,0.0,applicable,4.09,applicable,1.17,applicable,5.04,applicable,3.39,2000300.0,"[429900.0, 2455500.0, 261600.0, 10850700.0, 9447900.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2021,7.4227,Industrial,10.4508,77.5148,notApplicable,0.0,applicable,0.61,applicable,0.67,notApplicable,0.0,applicable,2.67,67692000.0,"[0, 0, 0, 0, 0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2022,0.0546,Agricultural,12.9791,80.2209,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,0.24,applicable,3.44,158500.0,"[4480300.0, 1136800.0, 2472800.0, 2723700.0, 2990600.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2023,1.6886,Conservation,10.9979,76.9994,applicable,1.58,applicable,5.62,notApplicable,0.0,applicable,4.91,notApplicable,0.0,1959500.0,"[55643900.0, 2814500.0, 183600.0, 6293500.0, 1819100.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,0.24,Agricultural,9.9677,78.1653,applicable,4.98,applicable,4.31,applicable,4.51,applicable,3.75,notApplicable,0.0,335900.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2024,0.0391,Conservation,12.9834,80.259,applicable,5.19,applicable,5.6,applicable,1.53,applicable,4.59,applicable,4.46,43000.0,"[42756000.0, 33292000.0, 2462400.0, 71681000.0, 571300.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,0.3219,Commercial,9.921,78.1197,applicable,4.76,applicable,2.9,applicable,5.77,notApplicable,0.0,notApplicable,0.0,2598600.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2022,5.0957,Residential,11.0616,76.9366,applicable,4.55,applicable,2.25,applicable,5.19,notApplicable,0.0,notApplicable,0.0,29632300.0,"[2199400.0, 364900.0, 65164200.0, 4100200.0, 409200.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2022,1.8547,Commercial,11.0616,76.9366,notApplicable,0.0,applicable,0.61,notApplicable,0.0,applicable,1.97,notApplicable,0.0,24496300.0,"[2199400.0, 364900.0, 65164200.0, 4100200.0, 409200.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2021,0.4987,Residential,11.0183,76.997,applicable,1.7,applicable,5.02,notApplicable,0.0,notApplicable,0.0,applicable,0.36,3342200.0,"[0, 0, 0, 0, 0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2025,1.1262,Agricultural,8.7139,77.7567,notApplicable,0.0,applicable,1.97,notApplicable,0.0,applicable,4.3,applicable,0.34,1792600.0,"[1664700.0, 1252200.0, 112000.0, 32276700.0, 930400.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2025,5.3009,Residential,10.4508,77.5148,applicable,3.53,applicable,5.2,applicable,5.15,applicable,1.42,applicable,0.94,148005900.0,"[67869300.0, 103542900.0, 44925200.0, 3078900.0, 472800.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2023,2.6268,Industrial,10.9979,76.9994,applicable,0.58,notApplicable,0.0,notApplicable,0.0,applicable,3.85,applicable,0.84,23003900.0,"[55643900.0, 2814500.0, 183600.0, 6293500.0, 1819100.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2023,2.284,Commercial,9.9677,78.1653,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,5.77,applicable,2.65,22770900.0,"[684300.0, 148600.0, 1293000.0, 2137000.0, 3727400.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2022,2.4605,Industrial,11.0616,76.9366,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,2.74,applicable,2.35,19903200.0,"[2199400.0, 364900.0, 65164200.0, 4100200.0, 409200.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2024,0.1951,Industrial,8.7139,77.7567,applicable,1.5,applicable,1.79,notApplicable,0.0,applicable,0.88,applicable,1.67,1232000.0,"[64300.0, 1336400.0, 731500.0, 1127400.0, 21164800.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2025,0.1796,Industrial,8.7139,77.7567,applicable,3.56,applicable,2.54,notApplicable,0.0,applicable,2.01,notApplicable,0.0,1057300.0,"[1664700.0, 1252200.0, 112000.0, 32276700.0, 930400.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2023,0.1327,Agricultural,11.0183,76.997,notApplicable,0.0,applicable,0.39,applicable,5.42,notApplicable,0.0,notApplicable,0.0,314500.0,"[927400.0, 7279800.0, 9981500.0, 14718500.0, 119400.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2022,0.0917,Residential,9.4523,77.5533,notApplicable,0.0,applicable,1.01,applicable,0.52,applicable,2.92,applicable,3.88,387400.0,"[2984500.0, 135500.0, 22986900.0, 3420700.0, 364500.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2025,1.5302,Industrial,11.0183,76.997,notApplicable,0.0,applicable,5.13,notApplicable,0.0,applicable,2.81,notApplicable,0.0,13688200.0,"[8301200.0, 222900.0, 5292400.0, 59415000.0, 622800.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2024,0.3945,Conservation,8.7139,77.7567,applicable,5.56,notApplicable,0.0,applicable,4.49,notApplicable,0.0,applicable,2.84,299100.0,"[64300.0, 1336400.0, 731500.0, 1127400.0, 21164800.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2023,0.013,Agricultural,11.0175,76.9725,notApplicable,0.0,applicable,4.08,applicable,3.32,applicable,0.29,applicable,5.67,22600.0,"[364800.0, 101200.0, 5022900.0, 1292200.0, 319400.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2025,1.2827,Commercial,10.4508,77.5148,applicable,3.09,applicable,4.24,notApplicable,0.0,applicable,3.47,notApplicable,0.0,36977000.0,"[67869300.0, 103542900.0, 44925200.0, 3078900.0, 472800.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2021,0.5207,Agricultural,8.813,78.1341,applicable,0.37,applicable,1.62,applicable,1.99,applicable,2.38,notApplicable,0.0,737800.0,"[0, 0, 0, 0, 0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2025,0.1325,Conservation,8.7139,77.7567,notApplicable,0.0,applicable,5.9,applicable,4.86,notApplicable,0.0,applicable,2.77,108500.0,"[1664700.0, 1252200.0, 112000.0, 32276700.0, 930400.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2025,2.9651,Conservation,11.0616,76.9366,applicable,0.54,notApplicable,0.0,applicable,3.17,notApplicable,0.0,applicable,4.65,3655900.0,"[10616900.0, 539500.0, 25797000.0, 914100.0, 30806700.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2021,0.124,Residential,12.9791,80.2209,applicable,2.95,applicable,0.33,applicable,1.77,notApplicable,0.0,notApplicable,0.0,1064400.0,"[0, 0, 0, 0, 0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2022,6.8364,Commercial,11.349,77.6951,applicable,2.4,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,2.03,60949300.0,"[25944300.0, 428400.0, 482600.0, 3404100.0, 1184000.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2022,0.0273,Residential,11.0175,76.9725,applicable,3.04,notApplicable,0.0,applicable,1.64,applicable,2.53,applicable,3.58,141700.0,"[146100.0, 30568900.0, 3386000.0, 189000.0, 1281900.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2022,2.9837,Commercial,10.4508,77.5148,notApplicable,0.0,applicable,4.93,notApplicable,0.0,applicable,3.45,notApplicable,0.0,90598900.0,"[1180700.0, 2830800.0, 291000.0, 488200.0, 50925300.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2021,1.5281,Agricultural,9.924,78.135,applicable,5.0,applicable,2.02,notApplicable,0.0,applicable,2.74,applicable,4.69,2072900.0,"[0, 0, 0, 0, 0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2024,0.0842,Residential,8.7139,77.7567,applicable,1.26,applicable,1.31,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,490000.0,"[64300.0, 1336400.0, 731500.0, 1127400.0, 21164800.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2025,0.5839,Commercial,8.7139,77.7567,notApplicable,0.0,applicable,3.08,applicable,0.46,applicable,3.08,notApplicable,0.0,4994100.0,"[1664700.0, 1252200.0, 112000.0, 32276700.0, 930400.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2024,0.2762,Conservation,12.9834,80.259,applicable,1.85,applicable,5.48,notApplicable,0.0,applicable,3.48,applicable,1.73,382700.0,"[42756000.0, 33292000.0, 2462400.0, 71681000.0, 571300.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2024,0.1685,Commercial,10.4508,77.5148,applicable,4.88,applicable,4.85,applicable,3.08,notApplicable,0.0,applicable,3.64,5475300.0,"[64681100.0, 241700.0, 44019300.0, 6392900.0, 43591700.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2023,0.1015,Commercial,8.7139,77.7567,notApplicable,0.0,applicable,5.87,applicable,4.44,notApplicable,0.0,applicable,3.7,694300.0,"[380900.0, 143400.0, 2666400.0, 5706900.0, 18473300.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2021,0.4971,Industrial,8.813,78.1341,notApplicable,0.0,applicable,5.72,applicable,2.29,applicable,5.64,applicable,4.81,2141000.0,"[0, 0, 0, 0, 0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2021,0.4208,Residential,10.9979,76.9994,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,3.67,applicable,5.62,2569000.0,"[0, 0, 0, 0, 0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,0.088,Residential,10.9979,76.9994,notApplicable,0.0,applicable,2.15,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,735300.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2025,2.6958,Commercial,9.4523,77.5533,notApplicable,0.0,applicable,5.21,applicable,4.85,notApplicable,0.0,applicable,2.75,18465300.0,"[657000.0, 1433100.0, 1492000.0, 32180200.0, 6552200.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2022,0.248,Residential,11.0183,76.997,applicable,5.53,applicable,1.77,applicable,0.38,applicable,4.06,applicable,5.88,1271000.0,"[1821200.0, 2196700.0, 12626700.0, 9188700.0, 926300.0]"
